Category, Sink ID, Process ID, Thread ID, Time (Ticks), Text
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349318564544,"[PSM] comp_comm_area_size = 0x00004000 (16384)
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349374964842,"Loading PSM AOT PRX:/ffAKiz6W2f/common/lib/libScePsm_aot.sprx
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349400023096,"Loading UI2 AOT PRX:/ffAKiz6W2f/common/lib/libSceVshCommon_aot.sprx
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349432987980,"Loading APP AOT PRX:/app0/libSceCdlg_aot.sprx
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349527672281,"VM: sockets[VM_SOCKET] = 58
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349531068199,"VM: sockets[COMP_SOCKET] = 57
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349531246448,"VM: before starting compiler
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349531367444,"SystemService prx detected, using sceSystemServiceAddLocalProcess to spawn compiler
"
PROCESS_OUTPUT,STREAM_STDIO,37,100137,3349613068962,"[Syscore App] Start sceApplicationAddProcess /ffAKiz6W2f/common/lib/MonoCompiler.elf
"
PROCESS_OUTPUT,STREAM_STDIO,37,100137,3349613353124,"[Syscore App] calling add process
"
PROCESS_OUTPUT,STREAM_STDIO,37,100137,3349613626374,"[Syscore App] processSpawn(pid, 0xb0c1009, 0x11009361, appParam, processParam, 0, 0, 0, param, debug, 0)
"
PROCESS_OUTPUT,STREAM_STDIO,37,100137,3349614038350,"[Syscore App] appParam: appType = 0x4, rootPath = /mnt/sandbox/NPXS22010_000, titleId = NPXS22010
"
PROCESS_OUTPUT,STREAM_STDIO,37,100137,3349614268424,"[Syscore App] processParam: elfPath = /ffAKiz6W2f/common/lib/MonoCompiler.elf, fullPath = /system/common/lib/MonoCompiler.elf
"
PROCESS_OUTPUT,STREAM_STDIO,37,100137,3349614765276,"[Syscore App] new pid=0x67[Syscore App] attributeExe= 0
"
PROCESS_OUTPUT,STREAM_STDIO,37,100137,3349615732133,"[Syscore App] Ready to exec
"
PROCESS_OUTPUT,STREAM_STDIO,37,100137,3349615930977,"[Syscore App] wait for NOTE_EXIT|NOTE_EXEC
"
PROCESS_OUTPUT,STREAM_STDIO,103,101184,3349620677992,"[SceSysCore] Prologue finished
"
PROCESS_OUTPUT,STREAM_STDIO,103,101184,3349621200412,"[SceSysCore] Calling execve.
"
PROCESS_OUTPUT,STREAM_STDIO,37,100137,3349624878139,"[Syscore App] Add event : pid=0x67
"
PROCESS_OUTPUT,STREAM_STDIO,37,100137,3349625341291,"[AppMgr Trace]: New Process, pid=0x67, created.
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349769183187,"  + compiler_local_pid = 11009361
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349770248781,"[PSM] LoadModulesInBG 0 msec
"
PROCESS_OUTPUT,STREAM_STDIO,102,101362,3349770287881,"[PSM] Loading SysCore
"
PROCESS_OUTPUT,STREAM_STDIO,102,101362,3349786356590,"[PSM] Loading libSceDipsw
"
PROCESS_OUTPUT,STREAM_STDIO,102,101362,3349786409684,"[PSM] Loading Piglet
"
PROCESS_OUTPUT,STREAM_STDIO,102,101362,3349806537236,"[PSM] Loading SystemService
"
PROCESS_OUTPUT,STREAM_STDIO,102,101362,3349806835670,"[PSM] Loading AudioOut
"
PROCESS_OUTPUT,STREAM_STDIO,102,101362,3349807027062,"[PSM] Loading Camera
"
PROCESS_OUTPUT,STREAM_STDIO,102,101362,3349822164205,"[PSM] Loading VideoCoreServerInterface
"
PROCESS_OUTPUT,STREAM_STDIO,102,101362,3349836009983,"[PSM] Loading Audiodec
"
PROCESS_OUTPUT,STREAM_STDIO,51,100554,3349837675590,"[VCS]onNewClient() [APP->VCS] clientPid = 0x66, session = 0x200be3de0, applicationId = 0xb0c1009.
"
PROCESS_OUTPUT,STREAM_STDIO,102,101362,3349865484281,"[PSM] Loading WebKit
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349946948861,"PigletAllocatorInitialize system(addr=1310e00000, size=4194304) video=(addr=1383600000, size=41943040)
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349948224478,"PigletAllocatorTerminate
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349959875735,"[PSM] scePssGraphicsInitialize() 107 msec. elapsed
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349960450102,"mount ---
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349961368227,"Failed to create filesystem from /app0/psm/Temp
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349961629012,"Failed to create filesystem from /app0/psm/Documents
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349961918532,"Failed to create filesystem from /app0/psm/System
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3349962268476,"MONO_LOG_LEVEL=error
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3350194713009,"compiler was started with SystemService.prx, closing socket 57
"
PROCESS_OUTPUT,STREAM_STDIO,102,101032,3350207291463,"Failed to create filesystem from /hostapp/dll
"
